# Performance Monitoring Events for Intel Eigth Processors Based on the SunnyCove Microarchitecture - V1.00
# 3/18/2019 9:26:49 AM
# Copyright (c) 2007 - 2017 Intel Corporation. All rights reserved.
EventCode	UMask	EventName	BriefDescription	Counter	CounterHTOff	PEBScounters	SampleAfterValue	MSRIndex	MSRValue	CollectPEBSRecord	TakenAlone	CounterMask	Invert	AnyThread	EdgeDetect	PEBS	Data_LA	L1_Hit_Indication	Errata
0xcd	0x01	MEM_TRANS_RETIRED.LOAD_LATENCY_GT_512	Counts randomly selected loads when the latency from first dispatch to completion is greater than 512 cycles.	0,1,2,3,4,5,6,7	0,1,2,3,4,5,6,7	0,1,2,3,4,5,6,7	101	0x3F6	0x200	2	1	0	0	0	0	2	0	0	0
0xD0	0x11	MEM_INST_RETIRED.STLB_MISS_LOADS	Retired load instructions that miss the STLB.	0,1,2,3	0,1,2,3	0,1,2,3	100003	0x00	0x00	2	0	0	0	0	0	1	1	0	0
0xD0	0x12	MEM_INST_RETIRED.STLB_MISS_STORES	Retired store instructions that miss the STLB.	0,1,2,3	0,1,2,3	0,1,2,3	100003	0x00	0x00	2	0	0	0	0	0	1	1	1	0
0xD0	0x21	MEM_INST_RETIRED.LOCK_LOADS	Retired load instructions with locked access.	0,1,2,3	0,1,2,3	0,1,2,3	100007	0x00	0x00	2	0	0	0	0	0	1	1	0	0
0xD0	0x41	MEM_INST_RETIRED.SPLIT_LOADS	Retired load instructions that split across a cacheline boundary.	0,1,2,3	0,1,2,3	0,1,2,3	100003	0x00	0x00	2	0	0	0	0	0	1	1	0	0
0xD0	0x42	MEM_INST_RETIRED.SPLIT_STORES	Retired store instructions that split across a cacheline boundary.	0,1,2,3	0,1,2,3	0,1,2,3	100003	0x00	0x00	2	0	0	0	0	0	1	1	1	0
0xD0	0x81	MEM_INST_RETIRED.ALL_LOADS	All retired load instructions.	0,1,2,3	0,1,2,3	0,1,2,3	2000003	0x00	0x00	2	0	0	0	0	0	1	1	0	0
0xD0	0x82	MEM_INST_RETIRED.ALL_STORES	All retired store instructions.	0,1,2,3	0,1,2,3	0,1,2,3	2000003	0x00	0x00	2	0	0	0	0	0	1	1	1	0
0xD1	0x01	MEM_LOAD_RETIRED.L1_HIT	Retired load instructions with L1 cache hits as data sources	0,1,2,3	0,1,2,3	0,1,2,3	2000003	0x00	0x00	2	0	0	0	0	0	1	1	0	0
0xD1	0x02	MEM_LOAD_RETIRED.L2_HIT	Retired load instructions with L2 cache hits as data sources	0,1,2,3	0,1,2,3	0,1,2,3	100003	0x00	0x00	2	0	0	0	0	0	1	1	0	0
0xD1	0x04	MEM_LOAD_RETIRED.L3_HIT	Retired load instructions with L3 cache hits as data sources	0,1,2,3	0,1,2,3	0,1,2,3	50021	0x00	0x00	2	0	0	0	0	0	1	1	0	0
0xD1	0x08	MEM_LOAD_RETIRED.L1_MISS	Retired load instructions missed L1 cache as data sources	0,1,2,3	0,1,2,3	0,1,2,3	100003	0x00	0x00	2	0	0	0	0	0	1	1	0	0
0xD1	0x10	MEM_LOAD_RETIRED.L2_MISS	Retired load instructions missed L2 cache as data sources	0,1,2,3	0,1,2,3	0,1,2,3	50021	0x00	0x00	2	0	0	0	0	0	1	1	0	0
0xD1	0x20	MEM_LOAD_RETIRED.L3_MISS	Retired load instructions missed L3 cache as data sources	0,1,2,3	0,1,2,3	0,1,2,3	100007	0x00	0x00	2	0	0	0	0	0	1	1	0	0
0xd1	0x40	MEM_LOAD_RETIRED.FB_HIT	Number of completed demand load requests that missed the L1, but hit the FB(fill buffer), because a preceding miss to the same cacheline initiated the line to be brought into L1, but data is not yet ready in L1.	0,1,2,3	0,1,2,3	0,1,2,3	100007	0x00	0x00	2	0	0	0	0	0	1	1	0	0
0xd2	0x01	MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS	Retired load instructions whose data sources were L3 hit and cross-core snoop missed in on-pkg core cache.	0,1,2,3	0,1,2,3	0,1,2,3	20011	0x00	0x00	2	0	0	0	0	0	1	1	0	0
0xd2	0x02	MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT	Retired load instructions whose data sources were L3 and cross-core snoop hits in on-pkg core cache	0,1,2,3	0,1,2,3	0,1,2,3	20011	0x00	0x00	2	0	0	0	0	0	1	1	0	0
0xd2	0x04	MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM	Retired load instructions whose data sources were HitM responses from shared L3	0,1,2,3	0,1,2,3	0,1,2,3	20011	0x00	0x00	2	0	0	0	0	0	1	1	0	0
0xd2	0x08	MEM_LOAD_L3_HIT_RETIRED.XSNP_NONE	Retired load instructions whose data sources were hits in L3 without snoops required	0,1,2,3	0,1,2,3	0,1,2,3	100003	0x00	0x00	2	0	0	0	0	0	1	1	0	0
0xE6	0x01	BACLEARS.ANY	Counts the total number when the front end is resteered, mainly when the BPU cannot provide a correct prediction and this is corrected by other branch handling mechanisms at the front end.	0,1,2,3	0,1,2,3	0,1,2,3	100003	0x00	0x00	2	0	0	0	0	0	0	0	0	0
0xec	0x02	CPU_CLK_UNHALTED.DISTRIBUTED	Cycle counts are evenly distributed between active threads in the Core.	0,1,2,3,4,5,6,7	0,1,2,3,4,5,6,7	0,1,2,3,4,5,6,7	2000003	0x00	0x00	2	0	0	0	0	0	0	0	0	0
0xF1	0x1F	L2_LINES_IN.ALL	L2 cache lines filling L2	0,1,2,3	0,1,2,3	0,1,2,3	100003	0x00	0x00	2	0	0	0	0	0	0	0	0	0
0xF4	0x04	SQ_MISC.SQ_FULL	Cycles the thread is active and superQ cannot take any more entries.	0,1,2,3	0,1,2,3	0,1,2,3	100003	0x00	0x00	2	0	0	0	0	0	0	0	0	0
